Source Row,Inventory,Proposed Scope,Scope Approval,Source Equipment Name,Display Equipment Name,Source Sequence,Source Reference,Normalized Category,Tracking Model,Quantity,Proposed Internal Asset Code,Manufacturer Serial,Reconciliation Status,Candidate Nerve Asset ID,Candidate Nerve Asset Tag,PRIMARY DECISION STATE,Proposed Accessory Grouping,Review Flag,Decision,Decided By,Decision Date,Notes
261,PID,PID,PENDING,sennhesier headphone,sennhesier headphone 6,6,,Headphone,SERIALIZED,,PID-0131,,NEW,,,CONFIRM_NEW,,,,,,
262,PID,PID,PENDING,sennhesier headphone,sennhesier headphone 7,7,,Headphone,SERIALIZED,,PID-0132,,NEW,,,CONFIRM_NEW,,,,,,
263,PID,PID,PENDING,sennhesier headphone,sennhesier headphone 8,8,,Headphone,SERIALIZED,,PID-0133,,NEW,,,CONFIRM_NEW,,,,,,
264,PID,PID,PENDING,sennhesier headphone,sennhesier headphone 9,9,,Headphone,SERIALIZED,,PID-0134,,NEW,,,CONFIRM_NEW,,,,,,
265,PID,PID,PENDING,sennhesier headphone,sennhesier headphone 10,10,,Headphone,SERIALIZED,,PID-0135,,NEW,,,CONFIRM_NEW,,,,,,
266,PID,PID,PENDING,sennhesier headphone,sennhesier headphone 11,11,,Headphone,SERIALIZED,,PID-0136,,NEW,,,CONFIRM_NEW,,,,,,
267,PID,PID,PENDING,Sony ZV-e10 m2,Sony ZV-e10 m2 1,1,,Camera Body,SERIALIZED,,PID-0137,,NEW,,,CONFIRM_NEW,,,,,,
268,PID,PID,PENDING,Sony ZV-e10 m3,Sony ZV-e10 m3 2,2,,Camera Body,SERIALIZED,,PID-0138,,NEW,,,CONFIRM_NEW,,,,,,
269,PID,PID,PENDING,Sony ZV-e10 m4,Sony ZV-e10 m4 3,3,,Camera Body,SERIALIZED,,PID-0139,,NEW,,,CONFIRM_NEW,,,,,,
270,PID,PID,PENDING,Sony ZV-e10 m5,Sony ZV-e10 m5 4,4,,Camera Body,SERIALIZED,,PID-0140,,NEW,,,CONFIRM_NEW,,,,,,
271,PID,PID,PENDING,Sony ɑ 6400,Sony ɑ 6400 1,1,,Camera Body,SERIALIZED,,PID-0141,,NEW,,,CONFIRM_NEW,,,,,,
272,PID,PID,PENDING,Sony ɑ M3,Sony ɑ M3 1,1,,Camera Body,SERIALIZED,,PID-0142,,DUPLICATE_RISK,1 | 2,EQ-CAM-001 | EQ-CAM-002,PHYSICAL_VERIFICATION,,DUPLICATE RISK — do not import until the unit is identified,,,,
273,PID,PID,PENDING,Sony C2,Sony C2 1,1,,Camera Body,SERIALIZED,,PID-0143,,NEW,,,CONFIRM_NEW,,,,,,
274,PID,PID,PENDING,Sony battery,Sony battery 1,1,,Battery / Cell,REQUIRES_REVIEW,,,,NEW,,,IDENTITY_DECISION_REQUIRED,AMBIGUOUS,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,,,,
275,PID,PID,PENDING,Sony battery,Sony battery 2,2,,Battery / Cell,REQUIRES_REVIEW,,,,NEW,,,IDENTITY_DECISION_REQUIRED,AMBIGUOUS,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,,,,
276,PID,PID,PENDING,Sony battery,Sony battery 3,3,,Battery / Cell,REQUIRES_REVIEW,,,,NEW,,,IDENTITY_DECISION_REQUIRED,AMBIGUOUS,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,,,,
277,PID,PID,PENDING,Sony battery,Sony battery 4,4,,Battery / Cell,REQUIRES_REVIEW,,,,NEW,,,IDENTITY_DECISION_REQUIRED,AMBIGUOUS,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,,,,
278,PID,PID,PENDING,Sony battery,Sony battery 5,5,,Battery / Cell,REQUIRES_REVIEW,,,,NEW,,,IDENTITY_DECISION_REQUIRED,AMBIGUOUS,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,,,,
279,PID,PID,PENDING,Sony battery,Sony battery 6,6,,Battery / Cell,REQUIRES_REVIEW,,,,NEW,,,IDENTITY_DECISION_REQUIRED,AMBIGUOUS,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,,,,
280,PID,PID,PENDING,Sony battery,Sony battery 7,7,,Battery / Cell,REQUIRES_REVIEW,,,,NEW,,,IDENTITY_DECISION_REQUIRED,AMBIGUOUS,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,,,,
281,PID,PID,PENDING,Sony lens 70-200 mm,Sony lens 70-200 mm 1,1,,Lens,SERIALIZED,,PID-0144,,POSSIBLE_MATCH,9,EQ-LEN-002,PHYSICAL_VERIFICATION,,POSSIBLE MATCH — confirm before import or a duplicate is created,,,,
282,PID,PID,PENDING,Sony 18-105 mm,Sony 18-105 mm 1,1,,Lens,SERIALIZED,,PID-0145,,NEW,,,CONFIRM_NEW,,,,,,
283,PID,PID,PENDING,Sony 50 mm crop senser,Sony 50 mm crop senser 1,1,,Lens,SERIALIZED,,PID-0146,,NEW,,,CONFIRM_NEW,,,,,,
284,PID,PID,PENDING,Sony 28 - 135 mm,Sony 28 - 135 mm 1,1,,Lens,SERIALIZED,,PID-0147,,NEW,,,CONFIRM_NEW,,,,,,
285,PID,PID,PENDING,Sony 50 mm,Sony 50 mm 1,1,,Lens,SERIALIZED,,PID-0148,,NEW,,,CONFIRM_NEW,,,,,,
286,PID,PID,PENDING,Sony 16 - 35 mm,Sony 16 - 35 mm 1,1,,Lens,SERIALIZED,,PID-0149,,POSSIBLE_MATCH,10,EQ-LEN-003,PHYSICAL_VERIFICATION,,POSSIBLE MATCH — confirm before import or a duplicate is created,,,,
287,PID,PID,PENDING,Sony 85 mm,Sony 85 mm 1,1,,Lens,SERIALIZED,,PID-0150,,POSSIBLE_MATCH,11,EQ-LEN-004,PHYSICAL_VERIFICATION,,POSSIBLE MATCH — confirm before import or a duplicate is created,,,,
288,PID,PID,PENDING,Sony 24mm,Sony 24mm 1,1,,Lens,SERIALIZED,,PID-0151,,POSSIBLE_MATCH,8,EQ-LEN-001,PHYSICAL_VERIFICATION,,POSSIBLE MATCH — confirm before import or a duplicate is created,,,,
289,PID,PID,PENDING,Sony 55-210 mm,Sony 55-210 mm 1,1,,Lens,SERIALIZED,,PID-0152,,NEW,,,CONFIRM_NEW,,,,,,
290,PID,PID,PENDING,Yamaha speaker,Yamaha speaker 1,1,,Speaker,SERIALIZED,,PID-0153,,NEW,,,CONFIRM_NEW,,,,,,
291,PID,PID,PENDING,Yamaha speaker,Yamaha speaker 2,2,,Speaker,SERIALIZED,,PID-0154,,NEW,,,CONFIRM_NEW,,,,,,
292,PID,PID,PENDING,ZOOM H4,ZOOM H4 1,1,,Audio Recorder,SERIALIZED,,PID-0155,,NEW,,,CONFIRM_NEW,,,,,,
